laptop_ID,Company,Product,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,screen_width,screen_height,IPS Panel,CPU Brand,CPU GHz,MemoryAmount,MemoryType
676,Toshiba,Tecra Z50-D-10E,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,2.0,1258.0,1920,1080,1,Intel,2.5,256,SSD
677,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,128GB SSD,Intel,Linux,2.1,412.0,1366,768,0,Intel,2.0,128,SSD
678,Microsoft,Surface Laptop,Ultrabook,13.5,Touchscreen 2256x1504,Intel Core i7 7600U 2.8GHz,8,256GB SSD,Intel,Windows 10,1.252,1867.85,2256,1504,0,Intel,2.8,256,SSD
679,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,128GB SSD +  1TB HDD,AMD,Windows 10,1.9,817.95,1920,1080,0,Intel,2.5,128,SSD
680,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.3,1034.0,1920,1080,1,Intel,2.5,256,SSD
681,Lenovo,IdeaPad 320-15AST,Notebook,15.6,1366x768,AMD E-Series E2-9000 2.2GHz,4,128GB SSD,AMD,Windows 10,2.2,349.0,1366,768,0,AMD,2.2,128,SSD
682,HP,Pavilion X360,2 in 1 Convertible,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Nvidia,Windows 10,1.63,699.0,1920,1080,1,Intel,2.4,128,SSD
683,MSI,GP62 7RDX,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,2.4,1294.0,1920,1080,0,Intel,2.8,256,SSD
684,Asus,Zenbook 3,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.1,1135.0,1920,1080,0,Intel,2.5,256,SSD
685,HP,Chromebook X360,2 in 1 Convertible,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3350 1.1GHz,8,64GB Flash Storage,Intel,Chrome OS,1.4,495.0,1366,768,0,Intel,1.1,64,Flash
686,LG,Gram 15Z975,Ultrabook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel,Windows 10,1.09,2299.0,1920,1080,1,Intel,1.8,512,SSD
687,Acer,Aspire VX5-591G,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,256GB SSD,Nvidia,Windows 10,2.5,1299.0,1920,1080,0,Intel,2.5,256,SSD
688,MSI,GV62M 7RD,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia,Windows 10,2.2,997.9,1920,1080,0,Intel,2.5,256,SSD
689,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,4,128GB SSD,Intel,Windows 10,1.86,419.0,1366,768,0,Intel,1.1,128,SSD
690,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,3.21,2051.0,1920,1080,0,Intel,2.5,128,SSD
691,HP,17-bs000nv I3,Notebook,17.3,IPS Panel Full HD 1920x1080,Intel Core i3 6006U 2GHz,4,256GB SSD,AMD,Windows 10,2.5,699.0,1920,1080,1,Intel,2.0,256,SSD
692,Lenovo,Yoga 730,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8,512GB SSD,Intel,Windows 10,1.19,1499.0,1920,1080,1,Intel,1.8,512,SSD
693,Dell,Alienware 15,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7820HK 2.9GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,3.49,2813.75,1920,1080,0,Intel,2.9,256,SSD
694,HP,250 G6,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,AMD,Windows 10,1.86,612.61,1366,768,0,Intel,2.5,500,HDD
695,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,1TB HDD,AMD,Windows 10,2.2,545.67,1366,768,0,Intel,2.0,1000,HDD
696,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,6,2TB HDD,AMD,Windows 10,2.65,569.0,1920,1080,1,AMD,2.4,2000,HDD
697,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,500GB HDD,Intel,Windows 10,2.1,318.0,1366,768,0,Intel,1.6,500,HDD
698,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core 3855U 1.6GHz,4,32GB Flash Storage,Intel,Chrome OS,1.45,375.0,1366,768,0,Intel,1.6,32,Flash
699,Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel,Windows 10,1.7,699.0,1920,1080,0,Intel,2.5,256,SSD
700,HP,ZBook 17,Workstation,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,500GB HDD,Nvidia,Windows 10,3.14,1907.99,1920,1080,0,Intel,2.8,500,HDD
701,Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Touchscreen 2560x1440,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,1.42,2590.0,2560,1440,0,Intel,2.7,256,SSD
702,Toshiba,Satellite Pro,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.5,973.0,1920,1080,1,Intel,2.5,256,SSD
703,Acer,TravelMate B117-M,Netbook,11.6,1366x768,Intel Celeron Dual Core N3050 1.6GHz,4,32GB Flash Storage,Intel,Windows 10,1.4,269.0,1366,768,0,Intel,1.6,32,Flash
704,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel,Windows 10,1.38,1749.0,1920,1080,0,Intel,2.7,512,SSD
705,Asus,Chromebook Flip,2 in 1 Convertible,12.5,Full HD / Touchscreen 1920x1080,Intel Core M M3-6Y30 0.9GHz,4,64GB Flash Storage,Intel,Chrome OS,1.2,669.0,1920,1080,0,Intel,0.9,64,Flash
706,Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Intel,Windows 10,1.36,1877.0,1920,1080,0,Intel,2.5,512,SSD
707,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,500GB HDD,AMD,Windows 10,2.1,689.0,1920,1080,1,Intel,2.7,500,HDD
708,Dell,Inspiron 5577,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,1TB HDD,Nvidia,Windows 10,2.56,819.0,1920,1080,0,Intel,2.5,1000,HDD
709,Lenovo,IdeaPad 320-15AST,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 2.9GHz,4,256GB SSD,AMD,Windows 10,2.2,399.0,1920,1080,0,AMD,2.9,256,SSD
710,Lenovo,IdeaPad 320-15ABR,Notebook,15.6,1366x768,AMD A12-Series 9720P 3.6GHz,8,1TB HDD,AMD,Windows 10,2.2,429.0,1366,768,0,AMD,3.6,1000,HDD
711,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4,1TB HDD +  1TB HDD,Intel,Windows 10,2.1,621.45,1920,1080,0,Intel,2.5,1000,HDD
712,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel,No OS,1.9,450.0,1366,768,0,Intel,2.0,500,HDD
713,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,2.18,795.0,1920,1080,0,Intel,2.5,256,SSD
714,Acer,Spin 5,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,256GB SSD,Intel,Windows 10,1.6,999.0,1920,1080,1,Intel,1.6,256,SSD
715,Lenovo,ThinkPad P51s,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,16,512GB SSD,Nvidia,Windows 7,2.18,1855.0,1920,1080,0,Intel,2.5,512,SSD
716,Lenovo,Thinkpad T460p,Notebook,14.0,Full HD 1920x1080,Intel Core i5 6300HQ 2.3GHz,8,256GB SSD,Intel,Windows 10,1.8,1191.0,1920,1080,0,Intel,2.3,256,SSD
717,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,IPS Panel Full HD 1920x1080,AMD A10-Series 9620P 2.5GHz,6,2TB HDD,AMD,Windows 10,2.71,655.01,1920,1080,1,AMD,2.5,2000,HDD
718,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.5,1249.0,1920,1080,1,Intel,2.8,128,SSD
719,Dell,Latitude 5480,Notebook,14.0,Full HD 1920x1080,Intel Core i5 7440HQ 2.8GHz,8,256GB SSD,Nvidia,Linux,1.64,1089.0,1920,1080,0,Intel,2.8,256,SSD
720,Dell,Vostro 5568,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,1TB HDD,Intel,Linux,1.98,726.0,1920,1080,0,Intel,2.5,1000,HDD
721,Asus,VivoBook E403NA,Notebook,14.0,Full HD 1920x1080,Intel Celeron Dual Core N3350 1.1GHz,4,32GB Flash Storage,Intel,Windows 10,1.5,298.0,1920,1080,0,Intel,1.1,32,Flash
722,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,16,512GB SSD,Intel,Windows 10,1.93,1426.66,1920,1080,0,Intel,2.6,512,SSD
723,Lenovo,Thinkpad E470,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Nvidia,Windows 10,1.87,857.07,1920,1080,1,Intel,2.5,256,SSD
724,Dell,Latitude 5580,Notebook,15.6,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,8,256GB SSD,Intel,Windows 10,1.9,1179.0,1920,1080,0,Intel,2.6,256,SSD
725,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,1366x768,AMD A6-Series 7310 2GHz,4,500GB HDD,AMD,Windows 10,2.19,298.0,1366,768,0,AMD,2.0,500,HDD
726,Mediacom,Smartbook 142,Notebook,14.0,IPS Panel Full HD 1920x1200,Intel Atom Z8350 1.92GHz,4,32GB HDD,Intel,Windows 10,1.4,265.0,1920,1200,1,Intel,1.92,32,HDD
727,HP,ProBook 470,Notebook,17.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Nvidia,Windows 10,2.63,1200.0,1920,1080,0,Intel,2.7,256,SSD
728,Lenovo,ThinkPad X1,Ultrabook,14.0,IPS Panel Quad HD+ 2560x1440,Intel Core i7 6500U 2.5GHz,8,512GB SSD,Intel,Windows 10,1.17,1686.64,2560,1440,1,Intel,2.5,512,SSD
729,HP,Pavilion X360,2 in 1 Convertible,13.3,IPS Panel Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.58,836.6,1366,768,1,Intel,2.5,256,SSD
730,Lenovo,ThinkPad T470s,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.32,1499.0,1920,1080,1,Intel,2.5,256,SSD
731,Dell,Alienware 17,Gaming,17.3,4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Nvidia,Windows 10,4.36,3659.4,3840,2160,0,Intel,2.8,1000,SSD
732,MSI,GL72M 7REX,Gaming,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.7,1348.48,1920,1080,0,Intel,2.8,128,SSD
733,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,1TB HDD,Intel,No OS,1.9,489.9,1366,768,0,Intel,2.5,1000,HDD
734,Dell,Inspiron 5570,Notebook,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8,128GB SSD +  1TB HDD,AMD,Windows 10,2.2,719.0,1920,1080,0,Intel,1.6,128,SSD
735,Dell,Inspiron 5378,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4,1TB HDD,Intel,Windows 10,1.71,649.0,1920,1080,0,Intel,2.4,1000,HDD
736,Dell,Inspiron 5567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,8,1TB HDD,AMD,Linux,2.32,589.52,1366,768,0,Intel,2.5,1000,HDD
737,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,Full HD 1920x1080,AMD A9-Series 9420 3GHz,4,1TB HDD,AMD,Windows 10,2.1,489.0,1920,1080,0,AMD,3.0,1000,HDD
738,Acer,Predator 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,4.2,1935.0,1920,1080,1,Intel,2.6,128,SSD
739,Dell,Inspiron 3567,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,12,1TB HDD,Intel,Windows 10,2.25,649.0,1366,768,0,Intel,2.5,1000,HDD
740,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,Full HD 1920x1080,AMD A9-Series A9-9420 3GHz,6,128GB SSD +  1TB HDD,AMD,Windows 10,2.1,650.0,1920,1080,0,AMD,3.0,128,SSD
741,Acer,Extensa EX2540-58KR,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,500GB HDD,Intel,Windows 10,2.4,559.0,1366,768,0,Intel,2.5,500,HDD
742,Lenovo,ThinkPad 13,Notebook,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.44,960.0,1920,1080,1,Intel,2.5,256,SSD
743,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4,1TB HDD,Intel,Windows 10,1.85,779.0,1920,1080,0,Intel,2.7,1000,HDD
744,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD,Nvidia,Windows 10,2.6,2419.0,1920,1080,0,Intel,2.8,256,SSD
745,Dell,Inspiron 5379,2 in 1 Convertible,13.3,Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8,1TB HDD,Intel,Windows 10,1.55,659.0,1920,1080,0,Intel,1.6,1000,HDD
746,MSI,GS63VR 7RF,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,1.8,2094.48,1920,1080,0,Intel,2.8,256,SSD
747,Acer,Aspire ES1-572,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel,Windows 10,2.4,410.8,1366,768,0,Intel,2.0,500,HDD
748,Dell,Inspiron 7560,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.0,1207.0,1920,1080,0,Intel,2.7,128,SSD
749,Dell,Vostro 3568,Notebook,15.6,1366x768,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel,Windows 10,2.0,665.0,1366,768,0,Intel,2.0,256,SSD
750,Toshiba,Tecra X40-D-10G,Notebook,14.0,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.25,1535.0,1920,1080,1,Intel,2.5,256,SSD
751,Lenovo,Flex 5,2 in 1 Convertible,14.0,Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.7,999.0,1920,1080,0,Intel,2.5,256,SSD
752,Lenovo,Thinkpad P51s,Workstation,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7600U 2.8GHz,16,1TB SSD,Nvidia,Windows 10,2.5,3299.0,3840,2160,1,Intel,2.8,1000,SSD
753,Acer,Chromebook 14,Notebook,14.0,1366x768,Intel Celeron Dual Core N3060 1.6GHz,2,32GB Flash Storage,Intel,Chrome OS,1.68,330.0,1366,768,0,Intel,1.6,32,Flash
754,Samsung,Notebook 9,Ultrabook,13.3,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,Intel,Windows 10,0.81,1649.0,1920,1080,0,Intel,2.7,256,SSD
755,HP,250 G6,Notebook,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,8,256GB SSD,Intel,Windows 10,1.86,539.0,1920,1080,0,Intel,2.0,256,SSD
757,Dell,Latitude 5480,Notebook,14.0,1366x768,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.6,1126.71,1366,768,0,Intel,2.5,256,SSD
758,HP,Zbook 17,Workstation,17.3,IPS Panel Full HD 1920x1080,Intel Xeon E3-1535M v5 2.9GHz,16,256GB SSD,Nvidia,Windows 7,3.0,4389.0,1920,1080,1,Intel,2.9,256,SSD
759,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4,128GB SSD,Intel,Windows 10,1.4,475.0,1366,768,0,Intel,1.6,128,SSD
760,HP,EliteBook 850,Notebook,15.6,Full HD 1920x1080,Intel Core i5 6300U 2.4GHz,8,256GB SSD,Intel,Windows 10,1.84,1900.0,1920,1080,0,Intel,2.4,256,SSD
761,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,1366x768,Intel Core i5 6300HQ 2.3GHz,4,1TB HDD,Nvidia,No OS,2.45,579.0,1366,768,0,Intel,2.3,1000,HDD
762,Lenovo,Thinkpad T460,Ultrabook,14.0,Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4,180GB SSD,Intel,Windows 10,1.7,1096.0,1920,1080,0,Intel,2.3,180,SSD
763,Asus,Pro P2540UA-XO0192R,Notebook,15.6,1366x768,Intel Core i7 7500U 2.7GHz,4,256GB SSD,Intel,Windows 10,2.37,849.9,1366,768,0,Intel,2.7,256,SSD
764,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,IPS Panel Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6260U 1.8GHz,8,256GB SSD,Intel,Windows 10,1.3,1199.0,3200,1800,1,Intel,1.8,256,SSD
765,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.2,1099.0,1920,1080,1,Intel,2.5,128,SSD
766,HP,ZBook 15,Workstation,15.6,Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8,256GB SSD,Nvidia,Windows 7,2.59,1561.0,1920,1080,0,Intel,2.6,256,SSD
767,Dell,Alienware 17,Gaming,15.6,IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.42,2868.99,3840,2160,1,Intel,2.8,256,SSD
768,Acer,Aspire 3,Notebook,15.6,1366x768,Intel Core i5 7200U 2.5GHz,4,256GB SSD,Intel,Windows 10,2.1,599.0,1366,768,0,Intel,2.5,256,SSD
769,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.5,1048.0,1920,1080,1,Intel,2.8,128,SSD
770,Dell,Latitude 7280,Ultrabook,12.5,Full HD 1920x1080,Intel Core i7 7600U 2.8GHz,16,256GB SSD,Intel,Windows 10,1.18,1859.0,1920,1080,0,Intel,2.8,256,SSD
771,Google,Pixelbook (Core,Ultrabook,12.3,Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8,256GB SSD,Intel,Chrome OS,1.1,1559.0,2400,1600,0,Intel,1.2,256,SSD
772,Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,IPS Panel Quad HD+ 3200x1800,Intel Core i5 7200U 2.5GHz,8,256GB SSD,Intel,Windows 10,1.2,1129.0,3200,1800,1,Intel,2.5,256,SSD
773,Dell,Latitude 3380,Notebook,13.3,1366x768,Intel Core i3 6006U 2GHz,4,500GB HDD,Intel,Windows 10,1.65,849.0,1366,768,0,Intel,2.0,500,HDD
774,Acer,TravelMate P238-M,Notebook,13.3,1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel,Windows 10,1.6,655.0,1366,768,0,Intel,2.3,128,SSD
775,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Nvidia,Windows 10,2.8,470.34,1366,768,0,Intel,1.1,1000,HDD
776,Dell,Inspiron 7559,Gaming,15.6,IPS Panel Touchscreen / 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,16,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.72,1099.0,3840,2160,1,Intel,2.6,128,SSD
777,Samsung,Notebook 9,Ultrabook,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8,256GB SSD,Intel,Windows 10,1.31,1599.0,1920,1080,0,Intel,2.7,256,SSD
778,Acer,Aspire A315-31,Notebook,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,4,1TB HDD,Intel,Linux,2.1,298.0,1366,768,0,Intel,1.1,1000,HDD
779,Dell,Inspiron 5567,Notebook,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD,Windows 10,2.3,1181.27,1920,1080,0,Intel,2.7,256,SSD
780,Samsung,Notebook 9,2 in 1 Convertible,15.0,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,16,256GB SSD,AMD,Windows 10,1.71,1799.0,1920,1080,0,Intel,2.7,256,SSD
781,Toshiba,Tecra A40-C-1E5,Notebook,14.0,IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4,128GB SSD,Intel,Windows 10,1.75,1020.0,1366,768,1,Intel,2.3,128,SSD
782,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,1TB HDD,Nvidia,Windows 10,2.62,1099.0,1920,1080,0,Intel,2.8,1000,HDD
783,HP,EliteBook 820,Ultrabook,12.5,1366x768,Intel Core i5 6200U 2.3GHz,4,256GB SSD,Intel,Windows 10,1.26,1244.0,1366,768,0,Intel,2.3,256,SSD
784,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,12,2TB HDD,Nvidia,Windows 10,2.3,839.0,1920,1080,0,Intel,2.7,2000,HDD
785,Lenovo,Thinkpad P50,Notebook,15.6,4K Ultra HD 3840x2160,Intel Core i7 6820HQ 2.7GHz,16,512GB SSD,Nvidia,Windows 7,2.5,2370.0,3840,2160,0,Intel,2.7,512,SSD
786,Acer,Swift 3,Notebook,14.0,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4,128GB SSD,Intel,Windows 10,1.8,636.0,1920,1080,1,Intel,2.4,128,SSD
787,Razer,Blade Pro,Gaming,14.0,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,512GB SSD,Nvidia,Windows 10,1.95,2899.0,1920,1080,0,Intel,2.8,512,SSD
788,Asus,Vivobook Max,Notebook,15.6,1920x1080,Intel Pentium Dual Core N4200 1.1GHz,8,128GB SSD,Intel,Windows 10,2.0,581.9,1920,1080,0,Intel,1.1,128,SSD
789,Dell,Alienware 17,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,32,1TB SSD +  1TB HDD,Nvidia,Windows 10,4.42,3588.8,1920,1080,1,Intel,2.8,1000,SSD
790,Asus,Rog G752VS-BA171T,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.3,2350.0,1920,1080,1,Intel,2.6,256,SSD
791,Toshiba,Tecra Z40-C-161,Ultrabook,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 6600U 2.6GHz,16,512GB SSD,Nvidia,Windows 10,1.47,1764.0,1920,1080,1,Intel,2.6,512,SSD
792,Lenovo,IdeaPad 110-15IBR,Notebook,15.6,1366x768,Intel Celeron Quad Core N3710 1.6GHz,8,1TB HDD,Intel,No OS,2.2,329.0,1366,768,0,Intel,1.6,1000,HDD
793,Lenovo,ThinkPad T470s,Ultrabook,14.0,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16,512GB SSD,Intel,Windows 10,1.7,2299.0,1920,1080,0,Intel,2.7,512,SSD
794,MSI,GS43VR 7RE,Gaming,14.0,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,1.6,1891.0,1920,1080,1,Intel,2.8,256,SSD
795,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.2,1089.0,1920,1080,0,Intel,2.5,128,SSD
796,Lenovo,Legion Y520-15IKBN,Gaming,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4,1TB HDD,Nvidia,Windows 10,2.4,999.0,1920,1080,1,Intel,2.8,1000,HDD
797,Acer,Predator G9-793,Gaming,17.3,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16,256GB SSD +  1TB HDD,Nvidia,Windows 10,4.2,2299.0,1920,1080,1,Intel,2.8,256,SSD
798,Dell,Inspiron 7567,Gaming,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8,256GB SSD,Nvidia,Windows 10,2.62,985.0,1920,1080,0,Intel,2.5,256,SSD
799,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8,128GB SSD +  1TB HDD,Nvidia,Windows 10,2.24,1339.0,1920,1080,0,Intel,2.8,128,SSD
